"PermissionType","ClientObjectId","ClientDisplayName","ResourceObjectId","ResourceDisplayName","Permission","ConsentType","PrincipalObjectId","PrincipalDisplayName"
"Delegated","17a0b79b-1755-4d53-84f9-9e84d917cdbf","ConnectWise Unite","d8faf315-2323-468d-8eae-1da9528b0f56","Office 365 Management APIs","ActivityFeed.Read","AllPrincipals",,""
"Delegated","17a0b79b-1755-4d53-84f9-9e84d917cdbf","ConnectWise Unite","d8faf315-2323-468d-8eae-1da9528b0f56","Office 365 Management APIs","ActivityFeed.ReadDlp","AllPrincipals",,""
"Delegated","17a0b79b-1755-4d53-84f9-9e84d917cdbf","ConnectWise Unite","d8faf315-2323-468d-8eae-1da9528b0f56","Office 365 Management APIs","ActivityReports.Read","AllPrincipals",,""
"Delegated","17a0b79b-1755-4d53-84f9-9e84d917cdbf","ConnectWise Unite","d8faf315-2323-468d-8eae-1da9528b0f56","Office 365 Management APIs","ActivityReports.Read","AllPrincipals",,""
"Delegated","17a0b79b-1755-4d53-84f9-9e84d917cdbf","ConnectWise Unite","d8faf315-2323-468d-8eae-1da9528b0f56","Office 365 Management APIs","ServiceHealth.Read","AllPrincipals",,""
"Delegated","17a0b79b-1755-4d53-84f9-9e84d917cdbf","ConnectWise Unite","d8faf315-2323-468d-8eae-1da9528b0f56","Office 365 Management APIs","ThreatIntelligence.Read","AllPrincipals",,""
"Delegated","17a0b79b-1755-4d53-84f9-9e84d917cdbf","ConnectWise Unite","d8faf315-2323-468d-8eae-1da9528b0f56","Office 365 Management APIs","ThreatIntelligence.Read","AllPrincipals",,""
"Delegated","17a0b79b-1755-4d53-84f9-9e84d917cdbf","ConnectWise Unite","19ea5615-e411-412c-9c94-47832f9fdcfc","Microsoft Partner Center","user_impersonation","AllPrincipals",,""
"Delegated","17a0b79b-1755-4d53-84f9-9e84d917cdbf","ConnectWise Unite","106820f7-aa24-47fc-8492-01b0e5a0bfd3","Microsoft Graph","AccessReview.ReadWrite.All","AllPrincipals",,""
"Delegated","17a0b79b-1755-4d53-84f9-9e84d917cdbf","ConnectWise Unite","106820f7-aa24-47fc-8492-01b0e5a0bfd3","Microsoft Graph","Directory.AccessAsUser.All","AllPrincipals",,""
"Delegated","17a0b79b-1755-4d53-84f9-9e84d917cdbf","ConnectWise Unite","106820f7-aa24-47fc-8492-01b0e5a0bfd3","Microsoft Graph","Directory.ReadWrite.All","AllPrincipals",,""
"Delegated","17a0b79b-1755-4d53-84f9-9e84d917cdbf","ConnectWise Unite","106820f7-aa24-47fc-8492-01b0e5a0bfd3","Microsoft Graph","Group.ReadWrite.All","AllPrincipals",,""
"Delegated","17a0b79b-1755-4d53-84f9-9e84d917cdbf","ConnectWise Unite","106820f7-aa24-47fc-8492-01b0e5a0bfd3","Microsoft Graph","Organization.Read.All","AllPrincipals",,""
"Delegated","17a0b79b-1755-4d53-84f9-9e84d917cdbf","ConnectWise Unite","106820f7-aa24-47fc-8492-01b0e5a0bfd3","Microsoft Graph","Reports.Read.All","AllPrincipals",,""
"Delegated","17a0b79b-1755-4d53-84f9-9e84d917cdbf","ConnectWise Unite","106820f7-aa24-47fc-8492-01b0e5a0bfd3","Microsoft Graph","UserActivity.ReadWrite.CreatedByApp","AllPrincipals",,""
"Delegated","17a0b79b-1755-4d53-84f9-9e84d917cdbf","ConnectWise Unite","106820f7-aa24-47fc-8492-01b0e5a0bfd3","Microsoft Graph","User.ReadWrite.All","AllPrincipals",,""
"Delegated","17a0b79b-1755-4d53-84f9-9e84d917cdbf","ConnectWise Unite","58251e20-05a9-47a0-aa2a-b2e90647b763","Microsoft Dev Center","user_impersonation","AllPrincipals",,""
"Delegated","3edc71ce-f612-4646-b5f0-0ae1ee8ed625","MigWiz","c923f01b-5eab-47ab-b29d-bf4f18f15d19","Office 365 Exchange Online","EWS.AccessAsUser.All","AllPrincipals",,""
"Delegated","3edc71ce-f612-4646-b5f0-0ae1ee8ed625","MigWiz","106820f7-aa24-47fc-8492-01b0e5a0bfd3","Microsoft Graph","User.Read","AllPrincipals",,""
"Delegated","eb17ff1e-a1e8-4f7f-acb4-c2d5ba18a869","CIOTechWebAPI","106820f7-aa24-47fc-8492-01b0e5a0bfd3","Microsoft Graph","User.Read","AllPrincipals",,""
"Delegated","c9194b84-ff4e-408a-afd1-5d3818049405","Partner Launchpad","106820f7-aa24-47fc-8492-01b0e5a0bfd3","Microsoft Graph","email","Principal","931b334d-57eb-49a9-b145-707298ac931b","Brittany Cerny"
"Delegated","c9194b84-ff4e-408a-afd1-5d3818049405","Partner Launchpad","106820f7-aa24-47fc-8492-01b0e5a0bfd3","Microsoft Graph","profile","Principal","931b334d-57eb-49a9-b145-707298ac931b","Brittany Cerny"
"Delegated","c9194b84-ff4e-408a-afd1-5d3818049405","Partner Launchpad","106820f7-aa24-47fc-8492-01b0e5a0bfd3","Microsoft Graph","openid","Principal","931b334d-57eb-49a9-b145-707298ac931b","Brittany Cerny"
"Delegated","c9194b84-ff4e-408a-afd1-5d3818049405","Partner Launchpad","106820f7-aa24-47fc-8492-01b0e5a0bfd3","Microsoft Graph","User.Read","Principal","931b334d-57eb-49a9-b145-707298ac931b","Brittany Cerny"
"Delegated","96a1db66-f026-4008-a6fb-c249551800e4","post_man","106820f7-aa24-47fc-8492-01b0e5a0bfd3","Microsoft Graph","AuditLog.Read.All","AllPrincipals",,""
"Delegated","96a1db66-f026-4008-a6fb-c249551800e4","post_man","106820f7-aa24-47fc-8492-01b0e5a0bfd3","Microsoft Graph","Directory.Read.All","AllPrincipals",,""
"Delegated","96a1db66-f026-4008-a6fb-c249551800e4","post_man","106820f7-aa24-47fc-8492-01b0e5a0bfd3","Microsoft Graph","Reports.Read.All","AllPrincipals",,""
"Delegated","96a1db66-f026-4008-a6fb-c249551800e4","post_man","106820f7-aa24-47fc-8492-01b0e5a0bfd3","Microsoft Graph","User.Read","AllPrincipals",,""
"Delegated","96a1db66-f026-4008-a6fb-c249551800e4","post_man","106820f7-aa24-47fc-8492-01b0e5a0bfd3","Microsoft Graph","User.Read.All","AllPrincipals",,""
"Application","38b31f35-a88e-4822-b939-689ab9961366","Barracuda AzureAD Sync App - US","106820f7-aa24-47fc-8492-01b0e5a0bfd3","Microsoft Graph","User.ReadWrite.All",,,
"Application","38b31f35-a88e-4822-b939-689ab9961366","Barracuda AzureAD Sync App - US","106820f7-aa24-47fc-8492-01b0e5a0bfd3","Microsoft Graph","Group.Read.All",,,
"Application","38b31f35-a88e-4822-b939-689ab9961366","Barracuda AzureAD Sync App - US","106820f7-aa24-47fc-8492-01b0e5a0bfd3","Microsoft Graph","Directory.ReadWrite.All",,,
"Application","38b31f35-a88e-4822-b939-689ab9961366","Barracuda AzureAD Sync App - US","106820f7-aa24-47fc-8492-01b0e5a0bfd3","Microsoft Graph","Group.ReadWrite.All",,,
